outcome,channel,LinearRegression_r2,LinearRegression_std,RandomForest_r2,RandomForest_std,GradientBoosting_r2,GradientBoosting_std
log_shares,Visual only (24),0.0057036077377537134,0.0020187329481315204,0.0507859395821539,0.009188227206043276,0.035624454828440254,0.0057336296668074995
log_shares,Audio only (13),0.03277417887764154,0.003607446351383904,0.07437808019992678,0.011797555801036232,0.06395820449620801,0.013546488101625355
log_shares,Joint (37),0.03597020150539274,0.00375564468556913,0.08288016743120785,0.004603242448535916,0.081640744102972,0.010236257076855168
log_comments,Visual only (24),0.008424432282221894,0.012392445915460168,0.05873108714351649,0.01740171553704283,0.03857149462536256,0.021003767621401992
log_comments,Audio only (13),0.017173243882056877,0.006539253419850556,0.06036243466200999,0.015887371748259573,0.0416392169545297,0.015468497607129423
log_comments,Joint (37),0.024622394784976697,0.012215007882062541,0.07478134257302897,0.014812125647368467,0.06876953811945208,0.011895436758284425
